,AUTHOR,TITLE,GENRE,PUB_DATE,ISBN,FILE_NAME
1139,Gaston Bachelard,The Psychoanalysis of Fire,Nonfiction,1987-01-30,9780807064610,1139.txt
1140,Jeffrey Steingarten,The Man Who Ate Everything,Nonfiction,1998-10-27,9780375702020,1140.txt
1141,Stephen White,Privileged Information,Fiction,2004-10-05,9780451212818,1141.txt
1142,Emily Bazelon,Sticks and Stones,Nonfiction,2014-02-11,9780812982633,1142.txt
1143,Thomas Bernhard,Woodcutters,Fiction,2010-08-10,9781400077595,1143.txt
1144,Joseph T. Hallinan,Why We Make Mistakes,Nonfiction,2010-02-09,9780767928069,1144.txt
1145,Joanna Weaver,Having a Mary Spirit Study Guide,Nonfiction,2014-10-07,9780307731623,1145.txt
1146,Michaela Haas,Dakini Power,Nonfiction,2013-04-09,9781559394079,1146.txt
1147,Anthony DeStefano,Ten Prayers God Always Says Yes To,Nonfiction,2009-02-10,9780385509916,1147.txt
1148,"Robyn M. Feller, Laura Lifshitz",The Complete Bartender,Nonfiction,2015-05-05,9780425279724,1148.txt
1149,Jack Gilbert,The Dance Most of All,Classics,2010-07-06,9780375711794,1149.txt
1150,Julia Cameron,Finding Water,Nonfiction,2009-12-24,9781585427772,1150.txt
1151,Princeton Review,"Workout for the PSAT/NMSQT, 2nd Edition",Nonfiction,2016-02-02,9780451487179,1151.txt
1152,Michael Foreman,The Seeds of Friendship,Children’s Books,2015-08-04,9780763678340,1152.txt
1153,Brandon Sanderson,Brazales de fuego/ The Bands of Mourning,Fiction,2013-09-01,9788466659628,1153.txt
1154,Bruce Wilkinson,Secrets of the Vine Bible Study,Nonfiction,2002-03-05,9781576739723,1154.txt
1155,Jane McGuinness,Prickly Hedgehogs!,Children’s Books,2018-03-13,9780763698805,1155.txt
1156,Rachel Hartman,Tess of the Road,Teen & Young Adult,2018-02-27,9781101931288,1156.txt
1157,Tom Deitz,Summerblood,Fiction,2009-03-04,9780307566201,1157.txt
1158,Joe Kelly,The Pocket Idiot's Guide to Being An Expectant Father,Nonfiction,2004-05-04,9781440650895,1158.txt
1159,Geoff A. Dyer,The Contest of the Century,Nonfiction,2014-12-02,9780307951236,1159.txt
1160,Elizabeth Bear,Grail,Fiction,2011-02-22,9780553591095,1160.txt
1161,Thatcher Heldring,Roy Morelli Steps Up to the Plate,Children’s Books,2010-03-09,9780375893438,1161.txt
1162,Allan Gurganus,The Practical Heart,Fiction,2002-08-27,9780375727634,1162.txt
1163,Natsuo Kirino,Grotesque,Fiction,2008-02-12,9781400096596,1163.txt
1164,Tabor Evans,Longarm #391,Fiction,2011-05-31,9780515149531,1164.txt
1165,"Adam Bray, Cole Horton",LEGO Star Wars: Chronicles of the Force,Children’s Books,2016-06-07,9781465449672,1165.txt
1166,Marci Shore,The Taste of Ashes,Nonfiction,2014-01-21,9780307888822,1166.txt
1167,Lili Peloquin,The Innocents,Teen & Young Adult,2013-05-07,9781595145024,1167.txt
1168,Rick Pitino,Success Is a Choice,Nonfiction,1998-03-02,9780767901321,1168.txt
1169,Mike Byster,The Power of Forgetting,Nonfiction,2014-03-18,9780307985873,1169.txt
1170,Charles Gilman,Tales from Lovecraft Middle School #2: The Slither Sisters,Children’s Books,2013-01-29,9780804122863,1170.txt
1171,Jodi Levine,Paper Goods Projects,Nonfiction,2015-08-11,9780804186964,1171.txt
1172,Peter Clines,Ex-Communication,Fiction,2013-07-09,9780385346825,1172.txt
1173,"Daymond John, Daniel Paisner",The Power of Broke,Nonfiction,2017-04-18,9781101903612,1173.txt
1174,Penguin Young Readers,Peter Rabbit Book and Blanket Set,Children’s Books,2010-09-30,9780723265467,1174.txt
1175,Erica David,Anna & Elsa: Books 1-6 (Disney Frozen),Children’s Books,2015-10-27,9780736434638,1175.txt
1176,Leo F. Buscaglia,Born for Love,Nonfiction,1994-04-26,9780449909294,1176.txt
1177,Patricia Cori,Before We Leave You,Nonfiction,2011-04-26,9781556438943,1177.txt
1178,Arthur Miller,A View from the Bridge,Classics,2009-12-16,9780143105572,1178.txt
1179,Zachary Roth,The Great Suppression,Nonfiction,2016-08-02,9781101905760,1179.txt
1180,Christine Feehan,Dark Symphony,Fiction,2003-02-25,9780515135213,1180.txt
1181,Gitta Sereny,Albert Speer,Nonfiction,1996-10-29,9780679768128,1181.txt
1182,Nancy Atherton,Aunt Dimity and the Deep Blue Sea,Fiction,2007-02-06,9780143038306,1182.txt
1183,James Baldwin,Come Out the Wilderness,Fiction,2016-05-15,9781101974223,1183.txt
1184,Robin Cook,Blindsight,Fiction,1993-02-01,9780425136195,1184.txt
1185,Rona Arato,Mrs. Kaputnik's Pool Hall and Matzo Ball Emporium,Children’s Books,2010-04-13,9780887769672,1185.txt
1186,"Melissa Heckscher, Emily Sikking, M.D.",The Pregnancy Test,Nonfiction,2011-05-03,9781594744754,1186.txt
1187,Cynthia Voigt,Mister Max: The Book of Secrets,Children’s Books,2015-09-08,9780307976857,1187.txt
1188,"Joshua Ortega, Digger T. Mesch",The Other Dead,Fiction,2014-05-20,9781613778890,1188.txt
1189,Chogyam Trungpa,Milarepa,Nonfiction,2017-03-28,9781611802092,1189.txt
1190,Amy Ackelsberg,Easter Surprise,Children’s Books,2011-01-20,9780448455471,1190.txt
1191,Thomas B. Costain,The Three Edwards,Nonfiction,2011-11-23,9780307800565,1191.txt
1192,David Byrne,Bicycle Diaries,Nonfiction,2010-09-28,9780143117964,1192.txt
1193,Sarah Ockwell-Smith,Gentle Discipline,Nonfiction,2017-08-29,9780143131892,1193.txt
1194,Don Bredes,The Errand Boy,Fiction,2009-09-22,9780307461919,1194.txt
1195,Cecelia Holland,The Secret Eleanor,Fiction,2010-08-03,9780425234501,1195.txt
1196,Rebecca Janni,Every Cowgirl Needs a Horse,Children’s Books,2010-02-23,9780525421641,1196.txt
1197,"Gene Roberts, Hank Klibanoff",The Race Beat,Nonfiction,2007-09-04,9780679735656,1197.txt
1198,Liz Kessler,North of Nowhere,Children’s Books,2015-03-24,9780763676728,1198.txt
1199,Jacques Ranciere,Moments Politiques,Nonfiction,2014-11-11,9781609805333,1199.txt
1200,Richard McCann,Mother of Sorrows,Fiction,2006-06-06,9781400096213,1200.txt
1201,Rikako Akiyoshi,The Dark Maidens,Fiction,2018-05-29,9781945054891,1201.txt
1202,Suzy Kline,Horrible Harry on the Ropes,Children’s Books,2011-03-31,9780142416952,1202.txt
1203,Mad Libs,Mad Libs Mania,Children’s Books,2015-04-07,9780843182897,1203.txt
1204,Tommy Donbavand,Scream Street: Invasion of the Normals,Children’s Books,2012-07-10,9780763657598,1204.txt
1205,Daniel James Brown,The Boys in the Boat (Young Readers Adaptation),Children’s Books,2016-08-02,9780147516855,1205.txt
1206,Gregg Herken,The Georgetown Set,Nonfiction,2015-11-24,9780307456342,1206.txt
1207,Jake Logan,Slocum #290: Slocum and the Treasure Chest,Fiction,2003-03-25,9781101166574,1207.txt
1208,Andrew Matheson,Sick On You,Nonfiction,2016-08-02,9780399185335,1208.txt
1209,"Leonard Stern, Roger Price",Regular Show Mad Libs,Children’s Books,2014-02-06,9780843176209,1209.txt
1210,"Vernona Gomez, Lawrence Goldstone",Lefty,Nonfiction,2013-02-26,9780345526496,1210.txt
1211,Mara Sapon-Shevin,Widening the Circle,Nonfiction,2007-03-15,9780807032800,1211.txt
1212,Random House,The Runaway Kite (Thomas & Friends),Children’s Books,2018-01-02,9780399557682,1212.txt
1213,Shawn Frederick,Digital Photography,Nonfiction,2013-09-03,9781615644131,1213.txt
1214,Max Coppa,Does Your Love Life Add Up?,Nonfiction,2009-12-24,9781101159545,1214.txt
1215,"RH Disney, Jennifer Liberts Weinberg",What Is a Princess? (Disney Princess),Children’s Books,2013-10-30,9780385385671,1215.txt
1216,"Phillipa Faulks, Robert Cooper",The Masonic Magician,Nonfiction,2016-02-09,9781780282435,1216.txt
1217,Jessie Hartland,Bon Appetit! The Delicious Life of Julia Child,Nonfiction,2012-05-22,9780375869440,1217.txt
1218,Stacey Schuett,Somewhere in the World Right Now,Children’s Books,1997-11-11,9780679885498,1218.txt
1219,Scott Phillips,The Ice Harvest,Fiction,2001-10-30,9780345440198,1219.txt
1220,Mary McKenna Siddals,Compost Stew,Children’s Books,2014-10-14,9780385755382,1220.txt
1221,Megan McDonald,Stink and the Great Guinea Pig Express (Book #4),Children’s Books,2008-03-11,9780739363904,1221.txt
1222,Roberta Edwards,Emperor Penguins,Children’s Books,2007-09-06,9780448446646,1222.txt
1223,Rinsai Rossetti,The Girl With Borrowed Wings,Teen & Young Adult,2012-07-19,9781101575444,1223.txt
1224,John Wukovits,One Square Mile of Hell,Nonfiction,2007-08-07,9780451221384,1224.txt
1225,"Khara, Osamu Takahashi",Neon Genesis Evangelion: The Shinji Ikari Raising Project Omnibus Volume 1,Fiction,2016-08-30,9781616559700,1225.txt
1226,R.F. Symes,DK Eyewitness Books: Rocks & Minerals,Children’s Books,2014-06-16,9781465420565,1226.txt
1227,John Dewey,Influence of Darwin on Philosophy and Other Essays,Nonfiction,1997-05-01,9781573921374,1227.txt
1228,Blutch,Peplum,Fiction,2016-04-19,9781590179833,1228.txt
1229,Genevieve Miller,Vampire Knits,Nonfiction,2010-12-15,9780307586926,1229.txt
1230,Peter S. Rudman,The Babylonian Theorem,Nonfiction,2010-01-26,9781591027737,1230.txt
1231,James Salter,Last Night,Fiction,2006-03-14,9781400078417,1231.txt
1232,Gene Wojciechowski,The Last Great Game,Nonfiction,2013-01-29,9780452298958,1232.txt
1233,Bobby Orr,Orr,Nonfiction,2014-10-07,9780425277027,1233.txt
1234,"Clive Cussler, Jack Du Brul",Plague Ship,Fiction,2009-02-24,9780425226698,1234.txt
1235,Nicola Davies,Surprising Sharks,Children’s Books,2005-04-26,9780763627423,1235.txt
1236,Dashiell Hammett,Red Harvest,Fiction,1989-07-17,9780679722618,1236.txt
1237,"Ray Levy, Bill O'hanlon",Try and Make Me!,Nonfiction,2002-06-01,9780451206459,1237.txt
1238,National Geographic Kids,National Geographic Kids Funny Fill-in: My Time Travel Adventure,Children’s Books,2015-05-12,9781426318993,1238.txt
1239,Judy Sierra,"Mind Your Manners, B.B. Wolf",Children’s Books,2012-09-11,9780307931016,1239.txt
1240,Tobias G. Natter,"Klimt and the Women of Vienna's Golden Age, 1900-1918",Nonfiction,2016-11-18,9783791355825,1240.txt
1241,P.D. Eastman,Sam and the Firefly,Children’s Books,1958-09-12,9780394800066,1241.txt
1242,Shiloh Walker,The Protected,Fiction,2013-09-03,9780425264430,1242.txt
1243,Annette Roeder,Coloring Book Chagall,Children’s Books,2010-09-26,9783791370057,1243.txt
1244,Eileen Wilks,Tempting Danger,Fiction,2004-10-05,9780425198780,1244.txt
1245,DK Travel,DK Eyewitness Travel Guide Stockholm,Nonfiction,2018-03-20,9781465467904,1245.txt
1246,Eugene R. Gaddis,Magician of the Modern,Nonfiction,2011-11-09,9780307761248,1246.txt
1247,DK,The Sherlock Holmes Book,Classics,2015-10-20,9781465438492,1247.txt
1248,E. L. Konigsburg,"Jennifer, Hecate, Macbeth, William McKinley, and Me, Elizabeth",Children’s Books,2008-05-13,9780739350164,1248.txt
1249,Uwe Blesching,The Cannabis Health Index,Nonfiction,2015-12-01,9781583949627,1249.txt
1250,Michael Turback,Hot Chocolate,Nonfiction,2005-09-01,9781580087087,1250.txt
1251,Jennifer Scott,The Sister Season,Fiction,2013-11-05,9780451418814,1251.txt
1252,Phil Klay,Redeployment,Fiction,2015-02-24,9780143126829,1252.txt
1253,Laurie R. King,Dreaming Spies,Fiction,2015-10-06,9780345531810,1253.txt
1254,Norton Juster,Neville,Children’s Books,2011-10-25,9780375867651,1254.txt
1255,Rosemary Wells,Max's Bunny Business,Children’s Books,2016-03-01,9781101997031,1255.txt
1256,Adam Hargreaves,Dr. Fifth,Children’s Books,2018-02-06,9781524784942,1256.txt
1257,Alex Irvine,Transformers: Exodus,Fiction,2011-06-28,9780345522528,1257.txt
1258,"Daphne M. Gulland, David G. Hinds-Howell",The Penguin Dictionary of English Idioms,Nonfiction,2001-10-01,9780140514810,1258.txt
1259,Kakuko Shoji,Japanese Core Words and Phrases,Nonfiction,2012-12-03,9781568364889,1259.txt
1260,Mike Mignola,Ghost/Hellboy Special,Fiction,1997-06-24,9781621157694,1260.txt
1261,"Gerard Mryglot, Ted Marks",How to Say Fabulous! in 8 Different Languages,Humor,2006-03-01,9781594740909,1261.txt
1262,Tabor Evans,Longarm #427,Fiction,2014-05-27,9780515154351,1262.txt
1263,Tomie dePaola,"Strega Nona, Her Story",Children’s Books,2000-09-11,9780698118140,1263.txt
1264,Sarah Ash,Flight into Darkness,Fiction,2009-01-27,9780553905984,1264.txt
1265,"Peter Edwards, Michel Auger",The Encyclopedia of Canadian Organized Crime,Nonfiction,2012-07-31,9780771030499,1265.txt
1266,Billie Livingston,Cease to Blush,Fiction,2007-06-05,9780679313236,1266.txt
1267,Alec Wilkinson,The Protest Singer,Nonfiction,2010-06-08,9780307390981,1267.txt
1268,Linda Howard,Ice,Fiction,2010-11-23,9780345517203,1268.txt
1269,Janet Tashjian,The Gospel According to Larry,Teen & Young Adult,2004-04-13,9780807223062,1269.txt
1270,DK,LEGO Animal Atlas,Children’s Books,2018-06-05,9781465470133,1270.txt
1271,Mary Daheim,The Alpine Vengeance,Fiction,2011-11-22,9780345502582,1271.txt
1272,DK,The Big Book of Things That Go,Children’s Books,2016-07-05,9781465445094,1272.txt
1273,Roger Hargreaves,The Little Miss Collection #3,Children’s Books,2015-01-06,9781101891520,1273.txt
1274,Shu Ejima,Quick Draw,Fiction,2014-04-29,9781939130891,1274.txt
1275,Akira Itou,"Cardfight!! Vanguard, Volume 6",Fiction,2015-05-26,9781939130952,1275.txt
1276,Craig Williamson,"Pain-Free Sitting, Standing, and Walking",Nonfiction,2013-04-09,9781590309711,1276.txt
1277,Kay Arthur,Our Covenant God,Nonfiction,2003-12-16,9781578568444,1277.txt
1278,Patricia Heaton,Motherhood and Hollywood,Humor,2003-04-08,9780375761362,1278.txt
1279,Jonathon Cane,The Complete Idiot's Concise Guide to Short Workouts,Nonfiction,2010-10-05,9781101463390,1279.txt
1280,Marnelle Tokio,Room 207,Children’s Books,2006-05-09,9780887766954,1280.txt
1281,Rebecca Smith,Miss Jane Austen's Guide to Modern Life's Dilemmas,Nonfiction,2012-10-25,9780399160615,1281.txt
1282,Mark Hitchcock,Is America in Bible Prophecy?,Nonfiction,2002-04-29,9781576734964,1282.txt
1283,Ellen Meister,"Farewell, Dorothy Parker",Fiction,2013-12-03,9780425264713,1283.txt
1284,Patricia Sprinkle,Friday's Daughter,Fiction,2011-03-01,9780451232199,1284.txt
1285,Barbara Park,Junie B. Jones First Ever MUSICAL Edition!,Children’s Books,2017-01-03,9780147523433,1285.txt
1286,Rosemary Wells,Time-Out for Sophie,Children’s Books,2013-01-24,9780670785117,1286.txt
1287,Christopher Knight,God's Blueprint,Nonfiction,2015-05-12,9781780287492,1287.txt
1288,William Shakespeare,King John,Classics,2000-08-01,9780140714593,1288.txt
1289,Jojo Moyes,The Last Letter from Your Lover,Fiction,2012-06-26,9780143121107,1289.txt
1290,Antonio Damasio,The Strange Order of Things,Nonfiction,2018-02-06,9780307908759,1290.txt
1291,"Daniel Cozort, Craig Preston",Buddhist Philosophy,Nonfiction,2003-08-26,9781559391986,1291.txt
1292,Teresa Toten,The Unlikely Hero of Room 13B,Teen & Young Adult,2018-03-27,9780553507898,1292.txt
1293,Craig Werner,Higher Ground,Nonfiction,2007-12-18,9780307420879,1293.txt
1294,"Neil Johnson, Joel Chin",The Falling Raindrop,Children’s Books,2010-03-23,9781582463124,1294.txt
1295,Fern Michaels,Texas Sunrise,Fiction,1994-01-31,9780345365934,1295.txt
1296,Lisa Desimini,The Fleatastics,Children’s Books,2017-04-04,9781629793030,1296.txt
1297,National Geographic Kids,National Geographic Kids Weird But True!: Ripped from the Headlines,Children’s Books,2014-06-24,9781426315145,1297.txt
1298,Various,Hippocratic Writings,Classics,1984-03-06,9780140444513,1298.txt
1299,Piers Anthony,Centaur Aisle,Fiction,1987-09-12,9780345352460,1299.txt
1300,J. Craig Venter,A Life Decoded,Nonfiction,2008-09-30,9780143114185,1300.txt
1301,Jim Nantz,Always by My Side,Nonfiction,2009-05-05,9781592404087,1301.txt
1302,Various,Little Golden Book Christmas Stories,Children’s Books,2015-09-08,9780553522273,1302.txt
1303,Jordan Belfort,Catching the Wolf of Wall Street,Nonfiction,2011-01-25,9780553385441,1303.txt
1304,"Jerry Capeci, Gene Mustain",Gotti,Nonfiction,1996-06-01,9780451406811,1304.txt
1305,DK,Nature Guide: Snakes and Other Reptiles and Amphibians,Nonfiction,2014-07-21,9781465421036,1305.txt
1306,Erich Segal,"Man, Woman, and Child",Fiction,1993-03-01,9780553562354,1306.txt
1307,Steven Kellogg,Best Friends,Children’s Books,1992-08-15,9780140546071,1307.txt
1308,David Adams Richards,Extraordinary Canadians Lord Beaverbrook,Nonfiction,2008-03-18,9780670066148,1308.txt
1309,Robert Goddard,Play to the End,Fiction,2006-04-25,9780440336082,1309.txt
1310,Jon Sharpe,The Trailsman #319,Fiction,2008-05-06,9781440638411,1310.txt
1311,James Crumley,Bordersnakes,Fiction,2016-07-12,9781101971499,1311.txt
1312,Carrie Brownstein,Hunger Makes Me a Modern Girl,Nonfiction,2016-10-25,9780399184765,1312.txt
1313,Diane Johnson,Into a Paris Quartier,Nonfiction,2006-11-21,9780792262084,1313.txt
1314,Chandler Klang Smith,The Sky Is Yours,Fiction,2018-01-23,9780451496263,1314.txt
1315,Steve Friedman,Driving Lessons,Nonfiction,2011-05-10,9781609613969,1315.txt
1316,Steve Stevenson,The Crime on the Norwegian Sea #10,Children’s Books,2016-02-09,9780399542770,1316.txt
1317,Carrie Turansky,Shine Like the Dawn,Fiction,2017-02-21,9781601429407,1317.txt
1318,"Glenn E. Schweitzer, Carole D. Schweitzer",America on Notice,Nonfiction,2006-06-30,9781591024286,1318.txt
1319,Thomas Bulfinch,Bulfinch's Mythology,Classics,1998-08-11,9780375751479,1319.txt
1320,Grady Hendrix,My Best Friend's Exorcism,Fiction,2017-07-11,9781594749766,1320.txt
1321,Jonathan Lowy,Elvis and Nixon,Fiction,2016-06-15,9780451499196,1321.txt
1322,Sofie Kelly,Curiosity Thrilled the Cat,Fiction,2011-02-01,9780451232496,1322.txt
1323,David Thomson,The Whole Equation,Nonfiction,2006-02-14,9780375701542,1323.txt
1324,Holger Kalweit,"Shamans, Healers, and Medicine Men",Nonfiction,2000-11-21,9781570627125,1324.txt
1325,Georges Simenon,A Crime in Holland,Fiction,2014-11-25,9780141393490,1325.txt
1326,Heather Swain,"Me, My Elf & I",Teen & Young Adult,2009-06-11,9781101032855,1326.txt
1327,Jake Marcionette,Just Jake #1,Children’s Books,2014-02-04,9780698167568,1327.txt
1328,Joni Eareckson Tada,Glorious Intruder,Nonfiction,1989-06-01,9780880706278,1328.txt
1329,Judith Kinghorn,The Memory of Lost Senses,Fiction,2014-01-07,9780451466129,1329.txt
1330,John Segal,Pirates Don't Take Baths,Children’s Books,2011-03-03,9781101648612,1330.txt
1331,Tanya Whelan,"Sew Many Dresses, Sew Little Time",Nonfiction,2015-06-16,9780770434946,1331.txt
1332,Anne M. Fletcher,Holistic Rehab Therapies,Nonfiction,2013-01-15,9781101626191,1332.txt
1333,Sophie Kinsella,Shopaholic on Honeymoon (Short Story),Fiction,2014-12-16,9780812988109,1333.txt
1334,Stephen Brunt,Leafs '65,Nonfiction,2015-10-06,9780771006968,1334.txt
1335,"Pema Chödrön, Carolyn Rose Gimian",Smile at Fear,Nonfiction,2017-12-26,9780525591658,1335.txt
1336,Sylvia Sellers-Garcia,When the Ground Turns in Its Sleep,Fiction,2008-12-02,9781594483363,1336.txt
1337,Donald J. Sobol,Encyclopedia Brown Finds the Clues,Children’s Books,2007-09-06,9780142408902,1337.txt
1338,Aristophanes,Four Plays by Aristophanes,Classics,1984-11-01,9780452007178,1338.txt
1339,Hunter S. Thompson,Better Than Sex,Nonfiction,1995-08-22,9780345396358,1339.txt
1340,"David Levithan, David Ozanich, Chris Van Etten",Likely Story!,Teen & Young Adult,2010-03-09,9780375896859,1340.txt
1341,Eugene D. Genovese,"Roll, Jordan, Roll",Nonfiction,1976-01-12,9780394716527,1341.txt
1342,Tabor Evans,Longarm 423,Fiction,2014-01-28,9780515154313,1342.txt
1343,Sue Bentley,Twirling Tails #7,Children’s Books,2010-06-10,9780448450667,1343.txt
1344,E.B. Moore,An Unseemly Wife,Fiction,2014-10-07,9780451469984,1344.txt
1345,Joseph Finder,Suspicion,Fiction,2015-04-07,9780451472564,1345.txt
1346,Ruby Roth,That's Why We Don't Eat Animals,Children’s Books,2009-05-26,9781556437854,1346.txt
1347,Eric Ambler,Doctor Frigo,Fiction,2012-12-11,9780307950086,1347.txt
1348,Lee Martin,Break the Skin,Fiction,2012-11-13,9780307716767,1348.txt
1349,Diane Haeger,The Perfect Royal Mistress,Fiction,2007-02-27,9780307237514,1349.txt
1350,Takashi Tsukimi,Danganronpa: The Animation Volume 4,Fiction,2017-04-11,9781506701363,1350.txt
1351,Esther Friesner,Threads and Flames,Teen & Young Adult,2010-11-24,9780670012459,1351.txt
1352,Lynn Cowell,Magnetic,Nonfiction,2014-09-16,9781601425805,1352.txt
1353,Simon Critchley,The Faith of the Faithless,Nonfiction,2014-02-04,9781781681688,1353.txt
1354,T.C. Boyle,Greasy Lake and Other Stories,Fiction,1986-05-06,9780140077810,1354.txt
1355,Wendy Jelbert,Venice in Acrylics,Nonfiction,2009-08-01,9781844484133,1355.txt
1356,Dorothy Kunhardt,Pat the Bunny ( Pat the Bunny),Children’s Books,2001-05-01,9780307120007,1356.txt
1357,Mary Balogh,Only Beloved,Fiction,2016-05-03,9780451477781,1357.txt
1358,Tom Wicker,George Herbert Walker Bush,Nonfiction,2004-04-02,9781415912829,1358.txt
1359,Fred Reinfeld,Complete Chess Course,Nonfiction,1959-10-05,9780385004640,1359.txt
1360,Akimitsu Takagi,The Informer,Fiction,2003-07-01,9781569472439,1360.txt
1361,Mercer Mayer,Just Grandma and Me (Little Critter),Children’s Books,2001-03-21,9780307118936,1361.txt
1362,Ted L. Nancy,More Letters from a Nut,Classics,2013-07-31,9780804149808,1362.txt
1363,Hannah Barnaby,Garcia & Colette Go Exploring,Children’s Books,2017-06-06,9780399176753,1363.txt
1364,"Frank Coussement, Peter De Schepper","Brain Busting, Mind Twisting, IQ Crushing Puzzles",Nonfiction,2011-04-01,9781936140619,1364.txt
1365,Lauren Dane,Never Enough,Fiction,2011-09-06,9780425243008,1365.txt
1366,Lundy Bancroft,When Dad Hurts Mom,Nonfiction,2005-03-01,9780425200315,1366.txt
1367,"David J. Perdue, Laurens Valk",The Unofficial LEGO MINDSTORMS NXT 2.0 Inventor's Guide,Nonfiction,2010-12-01,9781593273064,1367.txt
1368,Andrew Essex,The End of Advertising,Nonfiction,2017-06-13,9780399588518,1368.txt
1369,Sally Goldenbaum,A Holiday Yarn,Fiction,2011-11-01,9780451232878,1369.txt
1370,"Stephen Arterburn, Kenny Luck, Todd Wendorff",Being God's Man as a Satisfied Single,Nonfiction,2003-07-15,9781578566839,1370.txt
1371,Dr. David Jeremiah,The Joy of Encouragement,Nonfiction,2006-06-07,9781590527030,1371.txt
1372,Lauren Wolk,Beyond the Bright Sea,Children’s Books,2018-09-18,9781101994870,1372.txt
1373,Nosy Crow,Where's the Hen?,Children’s Books,2017-10-10,9780763696405,1373.txt
1374,Kim Vogel Sawyer,Echoes of Mercy,Fiction,2014-01-21,9780307731272,1374.txt
1375,Dave Lowry,The Karate Way,Nonfiction,2009-01-13,9781590306475,1375.txt
1376,Elizabeth Gaskell,Cranford,Classics,2009-10-27,9780141442549,1376.txt
1377,Nevil Shute,Kindling,Fiction,2010-11-09,9780307474179,1377.txt
1378,Cicely Mary Barker,Flower Fairies of the Autumn,Children’s Books,2018-08-14,9780241335451,1378.txt
1379,Britta Teckentrup,The Twelve Days of Christmas: A Peek-Through Picture Book,Children’s Books,2016-10-18,9781101940877,1379.txt
1380,"Clive Cussler, Graham Brown",The Storm,Fiction,2013-05-28,9780425259658,1380.txt
1381,Louis L'Amour,"The Collected Short Stories of Louis L'Amour, Volume 4",Fiction,2006-10-31,9780553804942,1381.txt
1382,Sir Arthur Conan Doyle,Mysteries of Sherlock Holmes,Children’s Books,1982-04-12,9780394850863,1382.txt
1383,"Elson Haas, Buck Levin","Staying Healthy with Nutrition, rev",Nonfiction,2006-09-01,9781587611797,1383.txt
1384,David Drake,The Night Larry Kramer Kissed Me,Nonfiction,1994-02-01,9780385472043,1384.txt
1385,Lisa Samson,Women's Intuition,Fiction,2002-10-15,9781578565962,1385.txt
1386,"Eric Ludy, Leslie Ludy",When Dreams Come True,Nonfiction,2004-01-08,9781590523537,1386.txt
1387,Ralph Waldo Trine,In Tune with the Infinite,Nonfiction,2008-08-14,9781585426638,1387.txt
1388,Albert Cossery,Proud Beggars,Fiction,2011-12-27,9781590174425,1388.txt
1389,Tracy March,Could've Said Yes,Fiction,2016-12-13,9781101885017,1389.txt
1390,Roy Thomas,Savage Sword of Conan Volume 5,Fiction,2009-02-17,9781621155133,1390.txt
1391,Tristine Rainer,Your Life as Story,Nonfiction,1998-04-13,9780874779226,1391.txt
1392,Dale Brown,Silver Tower,Fiction,1989-04-01,9780425115299,1392.txt
1393,Robert Fulghum,Uh-Oh,Nonfiction,1993-08-04,9780804111898,1393.txt
1394,Carol Hughes,Toots and the Upside-Down House,Children’s Books,2008-12-24,9780307492029,1394.txt
1395,Marion Rankine,Brolliology,Classics,2017-11-07,9781612196701,1395.txt
1396,National Geographic,Toot and Puddle: Get With the Beat!,Children’s Books,2009-05-12,9781426304842,1396.txt
1397,Morton Hunt,The Story of Psychology,Nonfiction,2007-12-18,9780307278074,1397.txt
1398,Howard Kurtz,Hot Air,Nonfiction,2012-10-24,9780307815477,1398.txt
1399,Plutarch,"Plutarch's Lives, Volume 2",Classics,2001-04-10,9780375756771,1399.txt
1400,Diana Nawi,John Dunkley,Nonfiction,2017-11-07,9783791356105,1400.txt
1401,"Fletcher Hanks, Joe Schuster, John Buscema, George Tuska",Super Weird Heroes: Outrageous But Real!,Fiction,2016-12-06,9781631407451,1401.txt
1402,"Robert Asprin, Jody Lynn Nye",Dragons Deal,Fiction,2014-06-24,9780425272664,1402.txt
1403,Susan Sloate,Abraham Lincoln:  The Freedom President,Nonfiction,1989-08-12,9780449903759,1403.txt
1404,L. Frank Baum,The Wizard of Oz,Children’s Books,2013-07-11,9780142427507,1404.txt
1405,Rosie Genova,Murder and Marinara,Fiction,2013-10-01,9780451415141,1405.txt
1406,Judy Schachner,Dewey Bob,Children’s Books,2015-09-08,9780803741201,1406.txt
1407,Louisa Gilder,The Age of Entanglement,Nonfiction,2009-11-10,9781400095261,1407.txt
1408,David Orr,"You, Too, Could Write a Poem",Classics,2017-02-07,9780143128199,1408.txt
1409,Jack Miles,God: A Biography,Nonfiction,1996-03-19,9780679743682,1409.txt
1410,J.D. Dolan,Phoenix,Nonfiction,2010-10-06,9780307767158,1410.txt
1411,"Marcie Walsh, Michael Malone",The Killing Club,Fiction,2005-02-15,9780739319611,1411.txt
1412,"Oswaldo Franca, Jr.",Beneath the Waters,Fiction,1990-01-20,9780345364616,1412.txt
1413,DK,Pop-Up Peekaboo! Woof! Woof!,Children’s Books,2013-06-03,9781465409294,1413.txt
1414,Tony Evans,Dry Bones Dancing,Nonfiction,2012-02-15,9780307563644,1414.txt
1415,Kate Strohm,Being the Other One,Nonfiction,2005-02-08,9781590301500,1415.txt
1416,Jean-Pierre Isbouts,In the Footsteps of Jesus,Nonfiction,2012-11-06,9781426209871,1416.txt
